=== CARS MISSING DEPRECIATION VALUES ===
Make                 | Model                          | Chassis/VIN         
LEXUS                | IS350                          | JTHCE1D20E5002842   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX2NA334577   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX0RA376820   
LAND ROVER           | RANGE ROVER VELAR              | SALYK2FVXLA272042   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX7MA297556   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX1MA319616   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EX2KA215784   
LEXUS                | IS350                          | JTHBE1D23E5009912   
LEXUS                | IS350                          | JTHBE1D20F5015765   
LAND ROVER           | RANGE ROVER VELAR              | SALYB2RX0JA731542   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BXOMA300717   
LAND ROVER           | RANGE ROVER VELAR              | SALYJ2EX5NA341390   
LAND ROVER           | RANGE ROVER VELAR              | SALYK2FV8LA271083   
LEXUS                | IS350                          | JTHBE262885019570   
LEXUS                | IS350                          | JTHBE5C2XD5031347   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EX8RA381351   
LAND ROVER           | RANGE ROVER VELAR              | SALYB2RV3JA753369   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX9LA279221   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BV4JA724542   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BV1JA729746   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2EX1KA792103   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EX6SA396968   
LAND ROVER           | RANGE ROVER VELAR              | SALYJ2EX7RA385591   
LEXUS                | IS350                          | JTHBE262675012065   
LEXUS                | IS350                          | JTHBZ1B23P5063107   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX7LA270713   
LEXUS                | IS350                          | JTHBE5D23G5024002   
LEXUS                | IS350                          | JTHBE262195022490   
LEXUS                | IS350                          | JTHBE5D29H5029626   
LEXUS                | IS350                          | JTHBZ5D25J5032713   
LAND ROVER           | RANGE ROVER VELAR              | SALYT2EU7PA357867   
LAND ROVER           | RANGE ROVER VELAR              | SALYB2RX3JA707820   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BV2JA717461   
LEXUS                | IS350                          | JTHBZ5B28L5036132   
LEXUS                | IS350                          | JTHBZ5B25P5069384   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX0KA222940   
LAND ROVER           | RANGE ROVER VELAR              | SALYK2EX8LA289621   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BV9JA719966   
Land Rover           | RANGE ROVER VELAR              | SALYA2BX6NA329429   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2FU4SA803478   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EU8RA377614   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX3RA378147   
Land Rover           | RANGE ROVER VELAR              | SALYA2BU0MA299638   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX4LA271608   
LAND ROVER           | RANGE ROVER VELAR              | SALKABB97RA249764   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BU9RA369273   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX4PA348533   
LEXUS                | IS350                          | JTHBZ5B27N5055127   
LEXUS                | IS350                          | JTHBE262185021015   
LEXUS                | IS350                          | JTHCE5C28B5001202   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX8PA364542   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2RV2JA718335   
LAND ROVER           | RANGE ROVER VELAR              | SALYT2EX2MA313457   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BV4JA724699   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX2SA800620   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EX6KA782659   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX3RA380568   
Land Rover           | RANGE ROVER VELAR              | SALYA2BX0SA806397   
LAND ROVER           | RANGE ROVER VELAR              | SALYT2EU7MA310687   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BV4JA730924   
Land Rover           | RANGE ROVER VELAR              | SALYA2BV3JA739016   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX3RA379145   
LAND ROVER           | RANGE ROVER VELAR              | SALYT2EX3NA334366   
Lexus                | IS350                          | JTHBZ5B22R5072715   
LEXUS                | IS350                          | JTHCE1D28E5003009   
LEXUS                | IS350                          | JTHGZ1E23L5017756   
LEXUS                | IS350                          | JTHBZ5B21M5038340   
LEXUS                | IS350                          | JTJJZKEA6N2025761   
LEXUS                | IS350                          | JTHBZ5D22J5032703   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EX0SA397890   
LEXUS                | IS350                          | JTHBE262475012114   
LEXUS                | IS350                          | JTHBZ5B23P5068959   
LEXUS                | IS350                          | JTHBZ5B28N5058196   
Land Rover           | RANGE ROVER VELAR              | SALYA2BXXLA296321   
Land Rover           | RANGE ROVER VELAR              | SALYA2BX1RA377183   
LAND ROVER           | RANGE ROVER VELAR              | SALYK2FVOLA260692   
LEXUS                | IS350                          | JTHBE5C23B5027153   
LEXUS                | IS350                          | JTHCE1D27F5007862   
LEXUS                | IS350                          | JTHBE5D25E5006663   
LEXUS                | IS350                          | JTHBE262462004384   
Lexus                | IS350                          | JTHBZ5B21R5078358   
LEXUS                | IS350                          | JTHBE262565006711   
LEXUS                | IS350                          | JTHBZ5B24P5062118   
LEXUS                | IS350                          | JTHBE5D27E5003151   
LAND ROVER           | RANGE ROVER VELAR              | SALYU2EE1LA258140   
LEXUS                | IS350                          | JTHCE1D25F5007245   
LEXUS                | IS350                          | JTJAGCEZ7R2010497   
LEXUS                | IS350                          | JTHCE5C20D5003027   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EX8TA819454   
LEXUS                | IS350                          | JTHBE5D26F5017429   
LEXUS                | IS350                          | JTHBZ5B22S5094204   
Lexus                | IS350                          | JTHBZ5B22P5058813   
LEXUS                | IS350                          | JTHBE1D23H5030148   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX4SA811862   
LEXUS                | IS350                          | JTHBZ5B26R5072541   
LEXUS                | IS350                          | JTHCE1D20E5004171   
LEXUS                | IS350                          | JTHBE1D23G5023246   
LEXUS                | IS350                          | JTHCE1D29F5008754   
LEXUS                | IS350                          | JTHBZ5B26R5073351   
LEXUS                | IS350                          | JTHBZ5D24K5034812   
Lexus                | IS350                          | JTHBZ5B25N5050119   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EN2KA787484   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX8KA225438   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX3KA218798   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX8RA385460   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2RV3JA740070   
LAND ROVER           | RANGE ROVER VELAR              | SALYB2EN3KA233003   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX5LA292287   
LEXUS                | IS350                          | JTHBZ5B24R5077317   
LEXUS                | IS350                          | JTHBZ5D29K5034739   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX3SA397392   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX3SA397392   
LEXUS                | IS350                          | JTHCE1D26G5011578   
Lexus                | IS350                          | JTHBZ5B20P5063301   
LEXUS                | IS350                          | JTHBE1D20E5002903   
Lexus                | IS350                          | JTHBZ5D2XJ5031587   
Land Rover           | RANGE ROVER VELAR              | SALYA2BX4LA292085   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX4LA266134   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX4PA363789   
LAND ROVER           | RANGE ROVER VELAR              | SALYM2RV8JA703836   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BUZMA325071   
LEXUS                | IS350                          | JTHBE5C27A5024156   
LEXUS                | IS350                          | JTHBZ5B22M5046818   
LEXUS                | IS350                          | JTHBZ5B23N5058252   
LAND ROVER           | RANGE ROVER VELAR              | SALYL2EX7RA389893   
LAND ROVER           | RANGE ROVER VELAR              | SALYJ2EXXPA350668   
